"trial_type","trial_index","time_elapsed","internal_node_id","success","rt","stimulus","key_press","response","button_pressed","reward_s01","reward_s02","feedback01","feedback02","listcross"
"html-keyboard-response","131","378748","0.0-26.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥133.2</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","132","379752","0.0-26.0-2.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥133.2</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","133","385365","0.0-26.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","134","386909","0.0-26.0-0.1","","1541.5050000010524","","","","4","30","0","74.4","0","4"
"html-keyboard-response","135","391420","0.0-26.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥74.4</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","136","392435","0.0-26.0-2.1","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","137","394536","0.0-26.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","138","396546","0.0-27.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","139","399502","0.0-27.0-1.0","","2955.779999998398","<p>今どれくらい楽しいかを教えてください</p>","","63","","","","","",""
"html-keyboard-response","140","402312","0.0-27.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","141","403772","0.0-28.0-0.0","","1458.384999999893","","","","4","20","0","100","0","9"
"html-keyboard-response","142","408288","0.0-28.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥100</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","143","409292","0.0-28.0-2.0","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","144","414193","0.0-28.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","145","415400","0.0-28.0-0.1","","1204.9349999997648","","","","4","0","-20","20","-20","5"
"html-keyboard-response","146","419914","0.0-28.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥20</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-20</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","147","420917","0.0-28.0-2.1","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-20</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","148","425821","0.0-28.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","149","427823","0.0-29.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","150","429164","0.0-29.0-1.0","","1340.304999999702","<p>今どれくらい楽しいかを教えてください</p>","","0","","","","","",""
"html-keyboard-response","151","433365","0.0-29.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","152","434309","0.0-30.0-0.0","","942.8949999983306","","","","4","0","33","33","-33","10"
"html-keyboard-response","153","438814","0.0-30.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥33</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-33</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","154","439825","0.0-30.0-2.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥33</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","155","443326","0.0-30.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","156","445899","0.0-30.0-0.1","","2570.3249999987893","","","","4","-40","0","0","-67.2","6"
"html-keyboard-response","157","450408","0.0-30.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-67.2</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","158","451410","0.0-30.0-2.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","159","454216","0.0-30.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","160","456218","0.0-31.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","161","458774","0.0-31.0-1.0","","2555.2899999984074","<p>今どれくらい楽しいかを教えてください</p>","","30","","","","","",""
"html-keyboard-response","162","464384","0.0-31.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","163","466273","0.0-32.0-0.0","","1887.2650000011781","","","","4","30","108","108","0","5"
"html-keyboard-response","164","470788","0.0-32.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥108</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","165","471792","0.0-32.0-2.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥108</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","166","475296","0.0-32.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","167","477140","0.0-32.0-0.1","","1841.7550000012852","","","","1","-30","0","0","-66.6","4"
"html-keyboard-response","168","481642","0.0-32.0-1.1","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-30</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","169","482643","0.0-32.0-2.1","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-30</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","170","484759","0.0-32.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","171","486761","0.0-33.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","172","489595","0.0-33.0-1.0","","2834.3699999986566","<p>今どれくらい楽しいかを教えてください</p>","","77","","","","","",""
"html-keyboard-response","173","495203","0.0-33.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","174","497801","0.0-34.0-0.0","","2596.315000000701","","","","1","-30","-108","0","-108","9"
"html-keyboard-response","175","502304","0.0-34.0-1.0","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-30</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","176","503307","0.0-34.0-2.0","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-30</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","177","511011","0.0-34.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","178","513401","0.0-34.0-0.1","","2388.184999999765","","","","1","-60","0","0","-252","4"
"html-keyboard-response","179","517912","0.0-34.0-1.1","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-60</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","180","518913","0.0-34.0-2.1","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-60</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","181","521721","0.0-34.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","182","523486","0.0-34.0-0.2","","1762.9950000009267","","","","4","0","12","12","-12","10"
"html-keyboard-response","183","527993","0.0-34.0-1.2","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥12</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-12</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","184","528994","0.0-34.0-2.2","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥12</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","185","536009","0.0-34.0-3.2","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","186","538010","0.0-35.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","187","539492","0.0-35.0-1.0","","1481.490000000107","<p>今どれくらい楽しいかを教えてください</p>","","66","","","","","",""
"html-keyboard-response","188","544406","0.0-35.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","189","547109","0.0-36.0-0.0","","2700.145000000717","","","","4","-20","-49.6","0","-49.6","4"
"html-keyboard-response","190","551616","0.0-36.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-49.6</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","191","552625","0.0-36.0-2.0","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-49.6</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","192","556837","0.0-36.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","193","558234","0.0-36.0-0.1","","1394.6799999993527","","","","4","60","0","216","0","7"
"html-keyboard-response","194","562741","0.0-36.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥216</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
